time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3349	-6.66351	4.83314	2.3236	-0.54308	lidar	3.46562	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5019	-6.4879	4.82301	2.2919	-0.555259	radar	3.56325	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.601	-6.34775	4.71574	2.26545	-0.555378	lidar	5.30702	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7411	-6.15938	4.71154	2.2335	-0.560611	radar	0.345345	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9244	-5.95313	4.77428	2.20929	-0.556006	lidar	2.6661	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0548	-5.74881	4.77927	2.17731	-0.558877	radar	1.88456	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1877	-5.57568	4.74917	2.15605	-0.552784	lidar	0.283158	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3396	-5.38918	4.76514	2.14512	-0.527105	radar	1.25	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4834	-5.16339	4.81056	2.11697	-0.528239	lidar	0.640827	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6139	-4.98538	4.7932	2.10957	-0.497874	radar	6.46373	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7268	-4.81121	4.74479	2.09061	-0.492724	lidar	0.534701	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8478	-4.60538	4.7526	2.07166	-0.482362	radar	0.29893	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9593	-4.36128	4.79779	2.03982	-0.489366	lidar	0.545849	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0702	-4.14123	4.79346	2.00189	-0.520128	radar	10.9003	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1619	-3.85743	4.87695	1.96077	-0.53392	lidar	2.05171	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2371	-3.62119	4.87022	1.91476	-0.569779	radar	3.63996	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2676	-3.35471	4.88829	1.86537	-0.589707	lidar	4.51186	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3174	-3.11027	4.88823	1.82149	-0.613294	radar	0.718437	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3434	-2.87513	4.86671	1.78189	-0.622186	lidar	1.50708	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4001	-2.64763	4.85587	1.75687	-0.614565	radar	1.31652	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4762	-2.49323	4.74911	1.74866	-0.594954	lidar	5.64385	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5302	-2.25785	4.75846	1.72869	-0.578754	radar	0.889696	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.58	-2.06114	4.70756	1.70929	-0.570539	lidar	1.16799	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6101	-1.82506	4.7119	1.68699	-0.556253	radar	1.97746	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6083	-1.57596	4.72505	1.64934	-0.565449	lidar	1.16289	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6062	-1.34558	4.71268	1.60935	-0.585465	radar	1.72689	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6099	-1.11853	4.69929	1.58008	-0.585691	lidar	0.0406207	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6382	-0.893882	4.69009	1.56309	-0.571818	radar	5.10146	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6489	-0.643089	4.71883	1.53899	-0.567037	lidar	0.529805	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6369	-0.400907	4.73261	1.50299	-0.583495	radar	2.27764	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5921	-0.107298	4.81901	1.46338	-0.59204	lidar	2.66447	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5724	0.132389	4.82325	1.43419	-0.595497	radar	2.75951	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5488	0.423455	4.90588	1.40836	-0.590312	lidar	1.6569	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5353	0.660829	4.89346	1.39616	-0.564207	radar	1.76647	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5264	0.94162	4.95557	1.38107	-0.550694	lidar	3.00949	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4878	1.199	4.96668	1.37026	-0.517315	radar	7.37317	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4296	1.43669	4.95961	1.34234	-0.519361	lidar	0.0629087	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.391	1.65483	4.91558	1.32903	-0.498771	radar	8.562	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3344	1.86687	4.87515	1.30457	-0.498905	lidar	0.35944	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2676	2.09814	4.87173	1.27845	-0.50158	radar	0.177347	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2041	2.29258	4.81177	1.25411	-0.501694	lidar	0.811447	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1415	2.51917	4.79661	1.24171	-0.478864	radar	1.04011	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0613	2.76101	4.82083	1.21903	-0.477349	lidar	0.126935	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9683	2.9848	4.83329	1.18329	-0.501671	radar	2.62676	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8662	3.26244	4.91906	1.16088	-0.498024	lidar	1.54665	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7837	3.49183	4.92013	1.14238	-0.491897	radar	2.17914	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6777	3.69395	4.89037	1.11515	-0.494799	lidar	0.213038	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5617	3.9021	4.88008	1.0861	-0.500854	radar	1.10364	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4942	4.0829	4.80847	1.07198	-0.491493	lidar	3.87578	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3716	4.28529	4.80165	1.04411	-0.495709	radar	0.589871	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2125	4.50363	4.83812	1.01007	-0.503994	lidar	1.96717	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.062	4.69954	4.82532	0.984386	-0.495369	radar	8.92012	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9435	4.89366	4.80802	0.964024	-0.491431	lidar	0.459553	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.788	5.08477	4.80945	0.93475	-0.494583	radar	2.28402	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.62	5.29834	4.85452	0.907301	-0.496433	lidar	0.900029	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4489	5.47842	4.87145	0.867907	-0.520309	radar	0.949657	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2629	5.65185	4.87607	0.83234	-0.529402	lidar	1.22302	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0971	5.81508	4.86864	0.798132	-0.543844	radar	3.29016	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9243	5.9759	4.8547	0.768281	-0.546684	lidar	0.0656367	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7791	6.15813	4.80387	0.76847	-0.498848	radar	4.60432	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6117	6.3137	4.78631	0.743235	-0.499502	lidar	0.0991012	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4626	6.48502	4.75508	0.735577	-0.473371	radar	1.93614	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2371	6.70587	4.87405	0.71616	-0.466813	lidar	4.2961	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0427	6.84708	4.85033	0.690276	-0.464029	radar	5.58505	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8284	7.01961	4.89814	0.666318	-0.463841	lidar	1.01355	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6174	7.15577	4.90691	0.633134	-0.476867	radar	1.42937	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4319	7.30079	4.89598	0.613067	-0.473424	lidar	0.317083	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2035	7.43052	4.94852	0.570637	-0.505519	radar	2.46034	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0221	7.59178	4.95227	0.560262	-0.491018	lidar	2.15093	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.838	7.75811	4.92931	0.561847	-0.452485	radar	5.93759	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6297	7.9007	4.94178	0.543679	-0.447919	lidar	0.107433	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4397	8.03342	4.91064	0.531856	-0.432615	radar	1.76652	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2141	8.07324	4.84284	0.482101	-0.461142	lidar	4.27466	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0233	8.22177	4.79956	0.488861	-0.41393	radar	6.78981	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8434	8.37215	4.79993	0.486871	-0.39565	lidar	3.32359	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6034	8.48475	4.85315	0.457937	-0.4112	radar	4.17877	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3532	8.62236	4.91929	0.442835	-0.404783	lidar	1.40797	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1561	8.74899	4.87043	0.444778	-0.369474	radar	2.30044	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9557	8.85126	4.84607	0.429301	-0.366918	lidar	0.622054	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7581	8.96659	4.79736	0.429126	-0.337239	radar	1.90464	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5344	9.04059	4.78325	0.403339	-0.346163	lidar	0.436391	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2961	9.14723	4.82284	0.387075	-0.346637	radar	4.40433	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0091	9.24041	4.90371	0.362357	-0.352784	lidar	5.87776	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7936	9.32318	4.88424	0.345877	-0.351927	radar	1.67123	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5375	9.42692	4.93415	0.333028	-0.346589	lidar	0.820012	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2731	9.46148	4.98126	0.28617	-0.388967	radar	5.48032	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9812	9.59255	5.09353	0.283126	-0.371252	lidar	3.54633	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.737	9.68183	5.07412	0.279645	-0.345866	radar	2.98847	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4613	9.7914	5.14302	0.274054	-0.333337	lidar	1.3037	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2141	9.86788	5.14876	0.260477	-0.330491	radar	0.481129	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9414	9.99193	5.21828	0.263225	-0.310583	lidar	1.63318	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6871	10.0592	5.22045	0.248347	-0.309407	radar	0.0584587	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4385	10.1664	5.24194	0.249293	-0.293052	lidar	1.46832	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1819	10.2353	5.25428	0.235204	-0.294322	radar	0.536241	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.946	10.262	5.20832	0.210376	-0.304748	lidar	0.593567	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6985	10.3269	5.19103	0.20353	-0.291803	radar	0.335437	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4766	10.3229	5.11639	0.171673	-0.309625	lidar	1.62318	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1809	10.3497	5.2092	0.13898	-0.338667	radar	7.8379	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9204	10.4054	5.22373	0.129682	-0.330924	lidar	0.272692	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6768	10.4398	5.15326	0.125824	-0.303489	radar	6.4678	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4331	10.4085	5.10765	0.0889001	-0.325763	lidar	2.07141	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1728	10.4338	5.11081	0.0755372	-0.32067	radar	0.568208	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8685	10.5793	5.23348	0.10477	-0.273446	lidar	8.09438	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6152	10.6379	5.19579	0.113271	-0.237806	radar	2.45723	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3636	10.6378	5.17542	0.0913141	-0.248154	lidar	0.437398	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1011	10.664	5.18412	0.080219	-0.24684	radar	0.205142	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8452	10.7556	5.20817	0.0942849	-0.220121	lidar	4.27936	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5817	10.8058	5.20911	0.0970133	-0.200963	radar	1.62767	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3452	10.7742	5.15649	0.0671318	-0.221227	lidar	1.67542	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0897	10.8103	5.13857	0.0690348	-0.20075	radar	0.851651	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8415	10.8729	5.1431	0.0757406	-0.184001	lidar	2.29764	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.566	10.8941	5.16771	0.0685112	-0.180379	radar	2.66657	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3353	10.9088	5.12827	0.0589765	-0.181156	lidar	0.820581	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0697	10.8488	5.19283	0.00284552	-0.254936	radar	9.27785	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7784	10.8232	5.23131	-0.0187979	-0.263479	lidar	2.69062	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5225	10.8197	5.2219	-0.0303576	-0.261186	radar	0.172087	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2888	10.8153	5.18406	-0.0418819	-0.260021	lidar	1.02014	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0417	10.8659	5.1161	-0.0165309	-0.20051	radar	6.72137	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78116	10.911	5.13538	-0.00819707	-0.181918	lidar	2.18758	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55008	10.8929	5.08714	-0.0211917	-0.183495	radar	3.97687	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28928	10.9177	5.10397	-0.0189595	-0.171991	lidar	0.779365	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04382	10.8989	5.07457	-0.0289033	-0.168728	radar	2.65545	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77952	10.9286	5.09858	-0.0234415	-0.154767	lidar	1.13639	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53949	10.8877	5.06508	-0.0423609	-0.164153	radar	6.32655	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36995	10.8121	4.9289	-0.0758095	-0.189871	lidar	5.21516	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.11996	10.8232	4.91891	-0.0681836	-0.16502	radar	1.63869	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78778	10.8649	5.05837	-0.0519625	-0.139793	lidar	5.40493	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.527	10.8649	5.04934	-0.0458019	-0.11647	radar	2.32603	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25138	10.8517	5.08452	-0.0511137	-0.115801	lidar	0.562976	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.01466	10.8836	5.02907	-0.0281628	-0.0704096	radar	4.48948	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
